ensg	tissue	paxdb_ppm	ensp	symbol
ENSG00000205542	cerebral_cortex	21974.0	ENSP00000370010	TMSB4X
ENSG00000244734	cerebral_cortex	15002.0	ENSP00000494175	HBB
ENSG00000188536	cerebral_cortex	14797.0	ENSP00000251595	HBA2
ENSG00000206172	cerebral_cortex	14590.0	ENSP00000322421	HBA1
ENSG00000163631	cerebral_cortex	13456.0	ENSP00000295897	ALB
ENSG00000197694	cerebral_cortex	7459.0	ENSP00000487444	SPTAN1
ENSG00000115306	cerebral_cortex	6750.0	ENSP00000349259	SPTBN1
	cerebral_cortex	5896.0	ENSP00000233143	TMSB10
ENSG00000136854	cerebral_cortex	5835.0	ENSP00000362399	STXBP1
ENSG00000078018	cerebral_cortex	5297.0	ENSP00000353508	MAP2
ENSG00000223609	cerebral_cortex	5082.0	ENSP00000494708	HBD
ENSG00000131711	cerebral_cortex	4940.0	ENSP00000296755	MAP1B
ENSG00000145362	cerebral_cortex	4809.0	ENSP00000349588	ANK2
ENSG00000197971	cerebral_cortex	4783.0	ENSP00000380958	MBP
ENSG00000104722	cerebral_cortex	4730.0	ENSP00000221166	NEFM
ENSG00000111640	cerebral_cortex	4391.0	ENSP00000380070	GAPDH
ENSG00000197102	cerebral_cortex	4165.0	ENSP00000348965	DYNC1H1
ENSG00000173786	cerebral_cortex	4132.0	ENSP00000377470	CNP
ENSG00000178209	cerebral_cortex	4041.0	ENSP00000323856	PLEC
ENSG00000131095	cerebral_cortex	4001.0	ENSP00000253408	GFAP
ENSG00000008056	cerebral_cortex	3957.0	ENSP00000295987	SYN1
ENSG00000142168	cerebral_cortex	3891.0	ENSP00000270142	SOD1
ENSG00000166963	cerebral_cortex	3843.0	ENSP00000300231	MAP1A
ENSG00000092964	cerebral_cortex	3758.0	ENSP00000427985	DPYSL2
ENSG00000176788	cerebral_cortex	3519.0	ENSP00000319281	BASP1
ENSG00000171533	cerebral_cortex	3237.0	ENSP00000307093	MAP6
ENSG00000141367	cerebral_cortex	3111.0	ENSP00000479606	CLTC
ENSG00000067225	cerebral_cortex	2978.0	ENSP00000320171	PKM
ENSG00000074800	cerebral_cortex	2967.0	ENSP00000495530	ENO1
ENSG00000163399	cerebral_cortex	2795.0	ENSP00000445306	ATP1A1
ENSG00000172020	cerebral_cortex	2770.0	ENSP00000377372	GAP43
ENSG00000018236	cerebral_cortex	2732.0	ENSP00000447006	CNTN1
ENSG00000149294	cerebral_cortex	2727.0	ENSP00000480132	NCAM1
ENSG00000105409	cerebral_cortex	2617.0	ENSP00000444688	ATP1A3
ENSG00000164061	cerebral_cortex	2612.0	ENSP00000296452	BSN
ENSG00000082397	cerebral_cortex	2584.0	ENSP00000343158	EPB41L3
ENSG00000026025	cerebral_cortex	2505.0	ENSP00000446007	VIM
ENSG00000108953	cerebral_cortex	2473.0	ENSP00000264335	YWHAE
ENSG00000167815	cerebral_cortex	2472.0	ENSP00000301522	PRDX2
ENSG00000089220	cerebral_cortex	2415.0	ENSP00000261313	PEBP1
ENSG00000073969	cerebral_cortex	2355.0	ENSP00000381293	NSF
ENSG00000154277	cerebral_cortex	2326.0	ENSP00000284440	UCHL1
ENSG00000186868	cerebral_cortex	2304.0	ENSP00000340820	MAPT
ENSG00000018625	cerebral_cortex	2249.0	ENSP00000354490	ATP1A2
ENSG00000124507	cerebral_cortex	2242.0	ENSP00000484060	PACSIN1
ENSG00000166165	cerebral_cortex	2169.0	ENSP00000299198	CKB
ENSG00000156515	cerebral_cortex	2160.0	ENSP00000494664	HK1
ENSG00000106976	cerebral_cortex	2158.0	ENSP00000362014	DNM1
ENSG00000118137	cerebral_cortex	2143.0	ENSP00000236850	APOA1
ENSG00000099365	cerebral_cortex	2114.0	ENSP00000215095	STX1B
ENSG00000110436	cerebral_cortex	2086.0	ENSP00000278379	SLC1A2
ENSG00000197535	cerebral_cortex	2030.0	ENSP00000382177	MYO5A
ENSG00000102144	cerebral_cortex	2023.0	ENSP00000362413	PGK1
ENSG00000116288	cerebral_cortex	1941.0	ENSP00000340278	PARK7
ENSG00000196262	cerebral_cortex	1884.0	ENSP00000419425	PPIA
ENSG00000091513	cerebral_cortex	1833.0	ENSP00000385834	TF
ENSG00000152234	cerebral_cortex	1822.0	ENSP00000381736	ATP5F1A
ENSG00000148798	cerebral_cortex	1819.0	ENSP00000358865	INA
ENSG00000164924	cerebral_cortex	1800.0	ENSP00000379287	YWHAZ
ENSG00000111674	cerebral_cortex	1794.0	ENSP00000437402	ENO2
ENSG00000114573	cerebral_cortex	1768.0	ENSP00000273398	ATP6V1A
ENSG00000184009	cerebral_cortex	1756.0	ENSP00000458162	ACTG1
ENSG00000111669	cerebral_cortex	1734.0	ENSP00000229270	TPI1
ENSG00000155657	cerebral_cortex	1729.0	ENSP00000467141	TTN
ENSG00000091129	cerebral_cortex	1726.0	ENSP00000368314	NRCAM
ENSG00000075624	cerebral_cortex	1718.0	ENSP00000494750	ACTB
ENSG00000087258	cerebral_cortex	1716.0	ENSP00000262494	GNAO1
ENSG00000075340	cerebral_cortex	1714.0	ENSP00000264436	ADD2
ENSG00000109971	cerebral_cortex	1670.0	ENSP00000437125	HSPA8
ENSG00000132639	cerebral_cortex	1609.0	ENSP00000254976	SNAP25
ENSG00000116147	cerebral_cortex	1573.0	ENSP00000356646	TNR
ENSG00000173898	cerebral_cortex	1529.0	ENSP00000432568	SPTBN2
ENSG00000078053	cerebral_cortex	1518.0	ENSP00000348602	AMPH
ENSG00000197249	cerebral_cortex	1502.0	ENSP00000416066	SERPINA1
ENSG00000198910	cerebral_cortex	1496.0	ENSP00000359077	L1CAM
ENSG00000106278	cerebral_cortex	1455.0	ENSP00000377047	PTPRZ1
ENSG00000163531	cerebral_cortex	1440.0	ENSP00000344786	NFASC
ENSG00000100167	cerebral_cortex	1432.0	ENSP00000494051	SEPTIN3
ENSG00000117450	cerebral_cortex	1430.0	ENSP00000262746	PRDX1
ENSG00000163931	cerebral_cortex	1426.0	ENSP00000391481	TKT
ENSG00000165868	cerebral_cortex	1423.0	ENSP00000489674	HSPA12A
ENSG00000203879	cerebral_cortex	1376.0	ENSP00000394071	GDI1
ENSG00000072832	cerebral_cortex	1372.0	ENSP00000321606	CRMP1
ENSG00000088367	cerebral_cortex	1365.0	ENSP00000337168	EPB41L1
ENSG00000105220	cerebral_cortex	1343.0	ENSP00000405573	GPI
ENSG00000127603	cerebral_cortex	1341.0	ENSP00000354573	MACF1
ENSG00000171914	cerebral_cortex	1340.0	ENSP00000453508	TLN2
ENSG00000131016	cerebral_cortex	1332.0	ENSP00000384537	AKAP12
ENSG00000106089	cerebral_cortex	1300.0	ENSP00000222812	STX1A
ENSG00000153904	cerebral_cortex	1298.0	ENSP00000284031	DDAH1
ENSG00000133742	cerebral_cortex	1277.0	ENSP00000430656	CA1
ENSG00000144381	cerebral_cortex	1256.0	ENSP00000340019	HSPD1
ENSG00000100285	cerebral_cortex	1251.0	ENSP00000311997	NEFH
ENSG00000033627	cerebral_cortex	1233.0	ENSP00000264649	ATP6V0A1
ENSG00000109107	cerebral_cortex	1229.0	ENSP00000378731	ALDOC
ENSG00000143153	cerebral_cortex	1228.0	ENSP00000356790	ATP1B1
ENSG00000080824	cerebral_cortex	1224.0	ENSP00000335153	HSP90AA1
ENSG00000115310	cerebral_cortex	1210.0	ENSP00000337838	RTN4
ENSG00000149925	cerebral_cortex	1202.0	ENSP00000496166	ALDOA
ENSG00000125814	cerebral_cortex	1188.0	ENSP00000482826	NAPB
ENSG00000084207	cerebral_cortex	1181.0	ENSP00000381607	GSTP1
ENSG00000171368	cerebral_cortex	1177.0	ENSP00000353785	TPPP
ENSG00000139970	cerebral_cortex	1176.0	ENSP00000267484	RTN1
ENSG00000075618	cerebral_cortex	1170.0	ENSP00000371798	FSCN1
ENSG00000157087	cerebral_cortex	1164.0	ENSP00000353414	ATP2B2
ENSG00000164830	cerebral_cortex	1146.0	ENSP00000405424	OXR1
ENSG00000172757	cerebral_cortex	1146.0	ENSP00000432660	CFL1
ENSG00000124942	cerebral_cortex	1142.0	ENSP00000367263	AHNAK
ENSG00000117632	cerebral_cortex	1141.0	ENSP00000410452	STMN1
ENSG00000131100	cerebral_cortex	1138.0	ENSP00000253413	ATP6V1E1
ENSG00000099864	cerebral_cortex	1138.0	ENSP00000341911	PALM
ENSG00000143933	cerebral_cortex	1137.0	ENSP00000499797	CALM2
ENSG00000151914	cerebral_cortex	1120.0	ENSP00000307959	DST
ENSG00000128245	cerebral_cortex	1119.0	ENSP00000248975	YWHAH
ENSG00000146701	cerebral_cortex	1114.0	ENSP00000327070	MDH2
ENSG00000213585	cerebral_cortex	1113.0	ENSP00000378487	VDAC1
ENSG00000168439	cerebral_cortex	1112.0	ENSP00000351646	STIP1
ENSG00000117592	cerebral_cortex	1109.0	ENSP00000342026	PRDX6
ENSG00000197043	cerebral_cortex	1105.0	ENSP00000346550	ANXA6
ENSG00000148180	cerebral_cortex	1104.0	ENSP00000362924	GSN
ENSG00000070808	cerebral_cortex	1091.0	ENSP00000500386	CAMK2A
ENSG00000198836	cerebral_cortex	1091.0	ENSP00000354681	OPA1
ENSG00000110955	cerebral_cortex	1086.0	ENSP00000262030	ATP5F1B
ENSG00000119125	cerebral_cortex	1081.0	ENSP00000238018	GDA
ENSG00000067715	cerebral_cortex	1071.0	ENSP00000261205	SYT1
ENSG00000198053	cerebral_cortex	1071.0	ENSP00000478763	SIRPA
ENSG00000149591	cerebral_cortex	1068.0	ENSP00000376678	TAGLN
ENSG00000100412	cerebral_cortex	1068.0	ENSP00000216254	ACO2
ENSG00000090861	cerebral_cortex	1056.0	ENSP00000261772	AARS1
ENSG00000089169	cerebral_cortex	1054.0	ENSP00000374036	RPH3A
ENSG00000156508	cerebral_cortex	1048.0	ENSP00000339063	EEF1A1
ENSG00000161203	cerebral_cortex	1047.0	ENSP00000403362	AP2M1
ENSG00000159082	cerebral_cortex	1045.0	ENSP00000409667	SYNJ1
ENSG00000182621	cerebral_cortex	1040.0	ENSP00000338185	PLCB1
ENSG00000118271	cerebral_cortex	1035.0	ENSP00000237014	TTR
ENSG00000196961	cerebral_cortex	1027.0	ENSP00000351926	AP2A1
ENSG00000171314	cerebral_cortex	1019.0	ENSP00000359991	PGAM1
ENSG00000183044	cerebral_cortex	1004.0	ENSP00000379845	ABAT
	cerebral_cortex	998.0	ENSP00000384719	VSNL1
ENSG00000127824	cerebral_cortex	996.0	ENSP00000248437	TUBA4A
ENSG00000100994	cerebral_cortex	996.0	ENSP00000216962	PYGB
ENSG00000136717	cerebral_cortex	994.0	ENSP00000316779	BIN1
ENSG00000147416	cerebral_cortex	989.0	ENSP00000276390	ATP6V1B2
ENSG00000156011	cerebral_cortex	988.0	ENSP00000324127	PSD3
ENSG00000087470	cerebral_cortex	982.0	ENSP00000449089	DNM1L
ENSG00000090013	cerebral_cortex	982.0	ENSP00000263368	BLVRB
ENSG00000130985	cerebral_cortex	964.0	ENSP00000338413	UBA1
ENSG00000145192	cerebral_cortex	961.0	ENSP00000273784	AHSG
ENSG00000170606	cerebral_cortex	944.0	ENSP00000302961	HSPA4
ENSG00000154654	cerebral_cortex	944.0	ENSP00000383392	NCAM2
ENSG00000136193	cerebral_cortex	938.0	ENSP00000388942	SCRN1
ENSG00000107295	cerebral_cortex	936.0	ENSP00000369981	SH3GL2
ENSG00000132535	cerebral_cortex	934.0	ENSP00000497806	DLG4
ENSG00000154174	cerebral_cortex	933.0	ENSP00000284320	TOMM70
ENSG00000070961	cerebral_cortex	931.0	ENSP00000392043	ATP2B1
ENSG00000141279	cerebral_cortex	930.0	ENSP00000320324	NPEPPS
ENSG00000111530	cerebral_cortex	922.0	ENSP00000442318	CAND1
ENSG00000122545	cerebral_cortex	921.0	ENSP00000413507	SEPTIN7
ENSG00000113013	cerebral_cortex	915.0	ENSP00000297185	HSPA9
ENSG00000141522	cerebral_cortex	911.0	ENSP00000463939	ARHGDIA
ENSG00000204843	cerebral_cortex	907.0	ENSP00000354791	DCTN1
ENSG00000087274	cerebral_cortex	903.0	ENSP00000264758	ADD1
ENSG00000170027	cerebral_cortex	902.0	ENSP00000306330	YWHAG
ENSG00000018189	cerebral_cortex	899.0	ENSP00000370394	RUFY3
ENSG00000138814	cerebral_cortex	897.0	ENSP00000378323	PPP3CA
ENSG00000169710	cerebral_cortex	895.0	ENSP00000304592	FASN
ENSG00000159164	cerebral_cortex	893.0	ENSP00000358142	SV2A
ENSG00000184524	cerebral_cortex	893.0	ENSP00000328336	CEND1
ENSG00000104093	cerebral_cortex	891.0	ENSP00000441858	DMXL2
ENSG00000165280	cerebral_cortex	891.0	ENSP00000351777	VCP
ENSG00000115419	cerebral_cortex	876.0	ENSP00000317379	GLS
ENSG00000133318	cerebral_cortex	871.0	ENSP00000367050	RTN3
ENSG00000184702	cerebral_cortex	871.0	ENSP00000391311	SEPTIN5
ENSG00000065609	cerebral_cortex	865.0	ENSP00000400459	SNAP91
ENSG00000164070	cerebral_cortex	864.0	ENSP00000296464	HSPA4L
ENSG00000132305	cerebral_cortex	864.0	ENSP00000387262	IMMT
ENSG00000135821	cerebral_cortex	862.0	ENSP00000307900	GLUL
ENSG00000083720	cerebral_cortex	859.0	ENSP00000196371	OXCT1
ENSG00000125166	cerebral_cortex	852.0	ENSP00000245206	GOT2
ENSG00000097021	cerebral_cortex	851.0	ENSP00000367086	ACOT7
ENSG00000183020	cerebral_cortex	841.0	ENSP00000327694	AP2A2
ENSG00000047849	cerebral_cortex	838.0	ENSP00000353375	MAP4
ENSG00000170017	cerebral_cortex	835.0	ENSP00000305988	ALCAM
ENSG00000157851	cerebral_cortex	835.0	ENSP00000288699	DPYSL5
ENSG00000067057	cerebral_cortex	830.0	ENSP00000370517	PFKP
ENSG00000162706	cerebral_cortex	829.0	ENSP00000357106	CADM3
ENSG00000112294	cerebral_cortex	827.0	ENSP00000314649	ALDH5A1
ENSG00000179218	cerebral_cortex	817.0	ENSP00000320866	CALR
ENSG00000175216	cerebral_cortex	815.0	ENSP00000432768	CKAP5
ENSG00000156642	cerebral_cortex	810.0	ENSP00000290401	NPTN
ENSG00000023228	cerebral_cortex	808.0	ENSP00000392709	NDUFS1
ENSG00000006125	cerebral_cortex	805.0	ENSP00000483185	AP2B1
ENSG00000150753	cerebral_cortex	804.0	ENSP00000280326	CCT5
ENSG00000155097	cerebral_cortex	804.0	ENSP00000430282	ATP6V1C1
ENSG00000144834	cerebral_cortex	803.0	ENSP00000377494	TAGLN3
ENSG00000166598	cerebral_cortex	802.0	ENSP00000299767	HSP90B1
ENSG00000133026	cerebral_cortex	800.0	ENSP00000353590	MYH10
ENSG00000010278	cerebral_cortex	792.0	ENSP00000371958	CD9
ENSG00000151552	cerebral_cortex	791.0	ENSP00000281243	QDPR
ENSG00000277443	cerebral_cortex	789.0	ENSP00000478061	MARCKS
ENSG00000100030	cerebral_cortex	786.0	ENSP00000215832	MAPK1
ENSG00000068903	cerebral_cortex	785.0	ENSP00000249396	SIRT2
ENSG00000070831	cerebral_cortex	782.0	ENSP00000497733	CDC42
ENSG00000047249	cerebral_cortex	776.0	ENSP00000352522	ATP6V1H
ENSG00000145335	cerebral_cortex	770.0	ENSP00000500990	SNCA
ENSG00000103316	cerebral_cortex	766.0	ENSP00000219599	CRYM
ENSG00000196535	cerebral_cortex	764.0	ENSP00000437073	MYO18A
ENSG00000167768	cerebral_cortex	763.0	ENSP00000252244	KRT1
ENSG00000068796	cerebral_cortex	761.0	ENSP00000385000	KIF2A
ENSG00000196924	cerebral_cortex	756.0	ENSP00000358866	FLNA
ENSG00000159423	cerebral_cortex	755.0	ENSP00000364490	ALDH4A1
ENSG00000156261	cerebral_cortex	755.0	ENSP00000286788	CCT8
ENSG00000185624	cerebral_cortex	754.0	ENSP00000327801	P4HB
	cerebral_cortex	750.0	ENSP00000324804	PPP2R1A
ENSG00000133112	cerebral_cortex	749.0	ENSP00000477781	TPT1
ENSG00000066032	cerebral_cortex	744.0	ENSP00000384638	CTNNA2
ENSG00000164303	cerebral_cortex	743.0	ENSP00000296741	ENPP6
ENSG00000168490	cerebral_cortex	739.0	ENSP00000320017	PHYHIP
ENSG00000120694	cerebral_cortex	738.0	ENSP00000487365	HSPH1
ENSG00000167004	cerebral_cortex	737.0	ENSP00000300289	PDIA3
ENSG00000079819	cerebral_cortex	735.0	ENSP00000357110	EPB41L2
ENSG00000165637	cerebral_cortex	724.0	ENSP00000361635	VDAC2
ENSG00000085377	cerebral_cortex	719.0	ENSP00000499089	PREP
ENSG00000096384	cerebral_cortex	716.0	ENSP00000360609	HSP90AB1
ENSG00000134318	cerebral_cortex	715.0	ENSP00000317985	ROCK2
ENSG00000151150	cerebral_cortex	711.0	ENSP00000280772	ANK3
ENSG00000058668	cerebral_cortex	710.0	ENSP00000350310	ATP2B4
ENSG00000173267	cerebral_cortex	706.0	ENSP00000361087	SNCG
ENSG00000112992	cerebral_cortex	706.0	ENSP00000264663	NNT
ENSG00000164904	cerebral_cortex	703.0	ENSP00000387123	ALDH7A1
ENSG00000101152	cerebral_cortex	701.0	ENSP00000354111	DNAJC5
ENSG00000165443	cerebral_cortex	701.0	ENSP00000362987	PHYHIPL
ENSG00000131473	cerebral_cortex	700.0	ENSP00000466259	ACLY
ENSG00000139116	cerebral_cortex	698.0	ENSP00000354878	KIF21A
ENSG00000152556	cerebral_cortex	698.0	ENSP00000496597	PFKM
ENSG00000197283	cerebral_cortex	696.0	ENSP00000496007	SYNGAP1
ENSG00000020129	cerebral_cortex	693.0	ENSP00000362340	NCDN
ENSG00000132692	cerebral_cortex	689.0	ENSP00000331210	BCAN
ENSG00000110651	cerebral_cortex	688.0	ENSP00000263645	CD81
ENSG00000143416	cerebral_cortex	687.0	ENSP00000397261	SELENBP1
ENSG00000257017	cerebral_cortex	685.0	ENSP00000348170	HP
ENSG00000109654	cerebral_cortex	680.0	ENSP00000339659	TRIM2
ENSG00000103723	cerebral_cortex	678.0	ENSP00000440984	AP3B2
ENSG00000108518	cerebral_cortex	677.0	ENSP00000225655	PFN1
ENSG00000130287	cerebral_cortex	676.0	ENSP00000252575	NCAN
ENSG00000100097	cerebral_cortex	674.0	ENSP00000215909	LGALS1
ENSG00000104833	cerebral_cortex	673.0	ENSP00000264071	TUBB4A
ENSG00000164076	cerebral_cortex	668.0	ENSP00000419195	CAMKV
ENSG00000134333	cerebral_cortex	667.0	ENSP00000445175	LDHA
ENSG00000112186	cerebral_cortex	666.0	ENSP00000229922	CAP2
ENSG00000159228	cerebral_cortex	666.0	ENSP00000290349	CBR1
ENSG00000102189	cerebral_cortex	665.0	ENSP00000317955	EEA1
ENSG00000166794	cerebral_cortex	665.0	ENSP00000300026	PPIB
ENSG00000119711	cerebral_cortex	662.0	ENSP00000450436	ALDH6A1
ENSG00000134265	cerebral_cortex	661.0	ENSP00000324628	NAPG
ENSG00000104381	cerebral_cortex	660.0	ENSP00000220822	GDAP1
ENSG00000148671	cerebral_cortex	658.0	ENSP00000361083	ADIRF
ENSG00000044574	cerebral_cortex	655.0	ENSP00000324173	HSPA5
ENSG00000144711	cerebral_cortex	655.0	ENSP00000480301	IQSEC1
ENSG00000140740	cerebral_cortex	654.0	ENSP00000268379	UQCRC2
ENSG00000188229	cerebral_cortex	652.0	ENSP00000341289	TUBB4B
ENSG00000138095	cerebral_cortex	647.0	ENSP00000260665	LRPPRC
ENSG00000135069	cerebral_cortex	646.0	ENSP00000365773	PSAT1
ENSG00000100345	cerebral_cortex	638.0	ENSP00000216181	MYH9
ENSG00000163618	cerebral_cortex	637.0	ENSP00000373215	CADPS
ENSG00000064787	cerebral_cortex	636.0	ENSP00000379290	BCAS1
ENSG00000122733	cerebral_cortex	635.0	ENSP00000242315	PHF24
ENSG00000117115	cerebral_cortex	633.0	ENSP00000364635	PADI2
ENSG00000185567	cerebral_cortex	633.0	ENSP00000353114	AHNAK2
ENSG00000166426	cerebral_cortex	630.0	ENSP00000299529	CRABP1
ENSG00000163468	cerebral_cortex	625.0	ENSP00000295688	CCT3
ENSG00000148700	cerebral_cortex	624.0	ENSP00000348381	ADD3
ENSG00000170248	cerebral_cortex	623.0	ENSP00000411825	PDCD6IP
ENSG00000162734	cerebral_cortex	622.0	ENSP00000357055	PEA15
ENSG00000057608	cerebral_cortex	622.0	ENSP00000369538	GDI2
ENSG00000151640	cerebral_cortex	621.0	ENSP00000339850	DPYSL4
ENSG00000133083	cerebral_cortex	620.0	ENSP00000353846	DCLK1
ENSG00000167658	cerebral_cortex	617.0	ENSP00000307940	EEF2
ENSG00000131828	cerebral_cortex	616.0	ENSP00000369134	PDHA1
ENSG00000120438	cerebral_cortex	612.0	ENSP00000317334	TCP1
ENSG00000123384	cerebral_cortex	611.0	ENSP00000243077	LRP1
ENSG00000127022	cerebral_cortex	609.0	ENSP00000247461	CANX
ENSG00000133313	cerebral_cortex	609.0	ENSP00000325548	CNDP2
ENSG00000175899	cerebral_cortex	605.0	ENSP00000323929	A2M
ENSG00000091140	cerebral_cortex	604.0	ENSP00000205402	DLD
ENSG00000113657	cerebral_cortex	603.0	ENSP00000343690	DPYSL3
ENSG00000075785	cerebral_cortex	602.0	ENSP00000265062	RAB7A
ENSG00000142669	cerebral_cortex	600.0	ENSP00000270792	SH3BGRL3
ENSG00000038427	cerebral_cortex	598.0	ENSP00000265077	VCAN
ENSG00000150672	cerebral_cortex	596.0	ENSP00000365272	DLG2
ENSG00000035403	cerebral_cortex	593.0	ENSP00000211998	VCL
ENSG00000136143	cerebral_cortex	591.0	ENSP00000494360	SUCLA2
ENSG00000198626	cerebral_cortex	588.0	ENSP00000355533	RYR2
ENSG00000148341	cerebral_cortex	586.0	ENSP00000361634	SH3GLB2
ENSG00000128872	cerebral_cortex	584.0	ENSP00000249700	TMOD2
ENSG00000164111	cerebral_cortex	583.0	ENSP00000296511	ANXA5
ENSG00000133392	cerebral_cortex	583.0	ENSP00000379616	MYH11
ENSG00000124406	cerebral_cortex	578.0	ENSP00000371084	ATP8A1
ENSG00000166226	cerebral_cortex	577.0	ENSP00000299300	CCT2
ENSG00000078668	cerebral_cortex	577.0	ENSP00000428845	VDAC3
ENSG00000148672	cerebral_cortex	576.0	ENSP00000277865	GLUD1
ENSG00000079739	cerebral_cortex	576.0	ENSP00000360124	PGM1
ENSG00000116120	cerebral_cortex	575.0	ENSP00000281828	FARSB
ENSG00000062485	cerebral_cortex	575.0	ENSP00000342056	CS
ENSG00000070087	cerebral_cortex	573.0	ENSP00000239940	PFN2
ENSG00000061676	cerebral_cortex	572.0	ENSP00000354251	NCKAP1
ENSG00000158874	cerebral_cortex	569.0	ENSP00000356969	APOA2
ENSG00000125730	cerebral_cortex	566.0	ENSP00000245907	C3
ENSG00000046653	cerebral_cortex	566.0	ENSP00000316861	GPM6B
	cerebral_cortex	561.0	ENSP00000228318	SLC25A3
ENSG00000104267	cerebral_cortex	561.0	ENSP00000285379	CA2
ENSG00000165795	cerebral_cortex	559.0	ENSP00000451712	NDRG2
ENSG00000163359	cerebral_cortex	559.0	ENSP00000295550	COL6A3
ENSG00000111667	cerebral_cortex	556.0	ENSP00000229268	USP5
ENSG00000122705	cerebral_cortex	556.0	ENSP00000242285	CLTA
ENSG00000174437	cerebral_cortex	554.0	ENSP00000440045	ATP2A2
ENSG00000109846	cerebral_cortex	554.0	ENSP00000433560	CRYAB
ENSG00000108797	cerebral_cortex	553.0	ENSP00000264638	CNTNAP1
ENSG00000168003	cerebral_cortex	553.0	ENSP00000367123	SLC3A2
ENSG00000074317	cerebral_cortex	550.0	ENSP00000377296	SNCB
ENSG00000142192	cerebral_cortex	549.0	ENSP00000284981	APP
ENSG00000168280	cerebral_cortex	548.0	ENSP00000393379	KIF5C
	cerebral_cortex	548.0	ENSP00000446215	RAN
ENSG00000138069	cerebral_cortex	547.0	ENSP00000387286	RAB1A
ENSG00000165119	cerebral_cortex	547.0	ENSP00000365458	HNRNPK
ENSG00000178952	cerebral_cortex	547.0	ENSP00000322439	TUFM
	cerebral_cortex	545.0	ENSP00000419000	LSAMP
ENSG00000177542	cerebral_cortex	544.0	ENSP00000322020	SLC25A22
ENSG00000184640	cerebral_cortex	543.0	ENSP00000391249	SEPTIN9
	cerebral_cortex	540.0	ENSP00000321259	TALDO1
ENSG00000106992	cerebral_cortex	539.0	ENSP00000223836	AK1
ENSG00000130402	cerebral_cortex	537.0	ENSP00000252699	ACTN4
ENSG00000072110	cerebral_cortex	535.0	ENSP00000377941	ACTN1
ENSG00000131236	cerebral_cortex	533.0	ENSP00000361883	CAP1
ENSG00000143947	cerebral_cortex	532.0	ENSP00000272317	RPS27A
ENSG00000126777	cerebral_cortex	530.0	ENSP00000378725	KTN1
ENSG00000120265	cerebral_cortex	530.0	ENSP00000497225	PCMT1
ENSG00000150995	cerebral_cortex	530.0	ENSP00000306253	ITPR1
ENSG00000105953	cerebral_cortex	526.0	ENSP00000388183	OGDH
ENSG00000126432	cerebral_cortex	525.0	ENSP00000265462	PRDX5
ENSG00000253729	cerebral_cortex	521.0	ENSP00000313420	PRKDC
ENSG00000165704	cerebral_cortex	521.0	ENSP00000298556	HPRT1
ENSG00000116675	cerebral_cortex	518.0	ENSP00000360108	DNAJC6
ENSG00000069329	cerebral_cortex	516.0	ENSP00000299138	VPS35
ENSG00000067560	cerebral_cortex	514.0	ENSP00000400175	RHOA
ENSG00000182492	cerebral_cortex	512.0	ENSP00000327336	BGN
ENSG00000120053	cerebral_cortex	512.0	ENSP00000359539	GOT1
ENSG00000126861	cerebral_cortex	512.0	ENSP00000247271	OMG
ENSG00000174469	cerebral_cortex	509.0	ENSP00000354778	CNTNAP2
ENSG00000134308	cerebral_cortex	509.0	ENSP00000371267	YWHAQ
ENSG00000186472	cerebral_cortex	508.0	ENSP00000334319	PCLO
ENSG00000197444	cerebral_cortex	505.0	ENSP00000363216	OGDHL
ENSG00000204388	cerebral_cortex	505.0	ENSP00000364801	HSPA1B
ENSG00000166411	cerebral_cortex	504.0	ENSP00000299518	IDH3A
	cerebral_cortex	504.0	ENSP00000330862	OPCML
ENSG00000091483	cerebral_cortex	502.0	ENSP00000355518	FH
ENSG00000135709	cerebral_cortex	501.0	ENSP00000457408	KIAA0513
ENSG00000168036	cerebral_cortex	500.0	ENSP00000495360	CTNNB1
ENSG00000167468	cerebral_cortex	497.0	ENSP00000346103	GPX4
ENSG00000140416	cerebral_cortex	497.0	ENSP00000351022	TPM1
ENSG00000110169	cerebral_cortex	496.0	ENSP00000265983	HPX
ENSG00000092621	cerebral_cortex	492.0	ENSP00000493382	PHGDH
ENSG00000168291	cerebral_cortex	492.0	ENSP00000307241	PDHB
ENSG00000171724	cerebral_cortex	492.0	ENSP00000303129	VAT1L
ENSG00000069535	cerebral_cortex	492.0	ENSP00000367309	MAOB
ENSG00000140600	cerebral_cortex	491.0	ENSP00000320092	SH3GL3
ENSG00000167986	cerebral_cortex	491.0	ENSP00000301764	DDB1
ENSG00000237289	cerebral_cortex	490.0	ENSP00000300283	CKMT1B
ENSG00000010256	cerebral_cortex	490.0	ENSP00000203407	UQCRC1
ENSG00000143549	cerebral_cortex	490.0	ENSP00000498577	TPM3
ENSG00000124767	cerebral_cortex	488.0	ENSP00000362463	GLO1
ENSG00000119396	cerebral_cortex	487.0	ENSP00000362946	RAB14
ENSG00000130175	cerebral_cortex	486.0	ENSP00000466134	PRKCSH
ENSG00000109062	cerebral_cortex	486.0	ENSP00000262613	SLC9A3R1
ENSG00000089597	cerebral_cortex	483.0	ENSP00000340466	GANAB
	cerebral_cortex	483.0	ENSP00000495274	AP3D1
ENSG00000167996	cerebral_cortex	483.0	ENSP00000273550	FTH1
ENSG00000013583	cerebral_cortex	482.0	ENSP00000014930	HEBP1
